epoch,balance_loss,edge_loss,fw_loss,loss,lr,p_loss,val_balance_loss,val_edge_loss,val_fw_loss,val_loss,val_p_loss,val_weymouth_loss,weymouth_loss
58,3.084200620651245,11.208598136901855,2.282606601715088,16.575407028198242,0.00939829,376879.0625,35.48503875732422,28.44724464416504,2.9956274032592773,66.92791748046875,382108.1875,10685679616.0,14396981248.0
59,2.8377790451049805,11.080045700073242,2.199099063873291,16.116924285888672,0.009388393,376979.0,16.817359924316406,17.42154884338379,2.643465757369995,36.88237762451172,381931.6875,11345983488.0,13920242688.0
60,3.1932942867279053,11.142448425292969,2.166259288787842,16.502002716064453,0.009378506,376849.25,35.31617736816406,28.245126724243164,3.138542890548706,66.69984436035156,382187.65625,10488219648.0,14461954048.0
61,3.0197014808654785,10.923869132995605,2.2112479209899902,16.15481948852539,0.00936863,376950.6875,15.481173515319824,15.826207160949707,2.3854353427886963,33.69281768798828,381791.5625,11946178560.0,14013532160.0
62,3.3502376079559326,11.26544189453125,2.371845245361328,16.987525939941406,0.009358765,376851.1875,17.86572265625,19.09023666381836,2.563123941421509,39.51908493041992,381980.09375,11635185664.0,14493163520.0
63,3.0279481410980225,10.934532165527344,2.273921012878418,16.23640251159668,0.009348909,376905.4375,13.284957885742188,15.374649047851562,2.80851411819458,31.468120574951172,382012.75,11240547328.0,14332968960.0
64,2.97318959236145,10.747880935668945,2.1980252265930176,15.919095039367676,0.009339064,376913.71875,37.17980194091797,29.822378158569336,2.322514057159424,69.32469177246094,381793.5625,12252519424.0,14210479104.0
65,3.000093936920166,10.99500846862793,2.2823169231414795,16.27741813659668,0.00932923,376818.65625,16.886180877685547,16.8244686126709,3.4185714721679688,37.12922286987305,382202.875,10208920576.0,14725095424.0
66,3.012446880340576,10.849824905395508,2.3448472023010254,16.20711898803711,0.009319406,376947.3125,22.923593521118164,21.698633193969727,2.5617332458496094,47.1839599609375,381864.5625,11660438528.0,14098934784.0
67,2.790666341781616,10.645181655883789,2.243217945098877,15.679064750671387,0.009309592,376827.6875,9.294126510620117,12.75944995880127,3.150900363922119,25.204477310180664,382077.1875,10663794688.0,14712753152.0
68,2.7259654998779297,10.596725463867188,2.3088438510894775,15.6315336227417,0.009299789,376848.03125,9.740316390991211,13.84173583984375,2.5407586097717285,26.122812271118164,381968.65625,11841619968.0,14526642176.0
